Unique ID,Coral species,Phylo ID gene,ITS2 Phylo,Phylotype TT Score (Rk),Colony Number,Sampling Location,Realm (Spalding 2007),Province (Spalding 2007),Ecoregion (Spalding 2007),Depth (m),Min Depth (m),Max Depth (m),Lat,Long,Conditions,Database,Phylotype GenBank  # ,Notes,Phylotype ID Methods,Citation,Phylotype Survey Date,Survey begin mo,Survey begin year,Survey end mo,Survey end year,Symbiodinium in propagules,Mode of larval development,Sexual system,,,,
X50,Pleuractis granulosa,ITS2,C1,21.72485509,NA,Rib Reef GBR,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,1-8,1,8,-18,147,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,No,spawner,gonochore,,,,
17319,Pleuractis paumotensis,ITS2,C1,21.72485509,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,1,1,1,-17.47722,-149.8023,Normal Conditions,Original Pub,,LG2,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,NA,spawner,gonochore,,,,
16613,Pocillopora damicornis,ITS2,C1,21.72485509,NA,Chagos Archipelago,Western Indo-Pacific,Central Indian Ocean Islands,Chagos,2-7m,2,7,-6,72,Normal Cond,Direct from Publication,,,DGGE of ITS2 & sequencing,Yang 2012 PLoSOne Diversity and Distribution of Symbiodinium Associated,,3,2006,3,2006,Yes,brooder,hermaphrodite,,,,
16782,Pocillopora eydouxi,ITS2,C1,21.72485509,NA,French Frigate Shoals,Eastern Indo-Pacific,Hawaii,Hawaii,10-20',10,20,23.8,-165,Normal Conditions,Original pub,,,Cloning of ITS2 & sequencing,Stat 2015 CoralReefs Geographic structure and host specificity,2005-2009,NA,2005,NA,2009,Yes,spawner,hermaphrodite,,,,
17025,Pocillopora meandrina,ITS2,C1,21.72485509,NA,Kure,Eastern Indo-Pacific,Hawaii,Hawaii,10-20',10,20,28.5108333,-178.5102778,Normal Conditions,Original pub,,,Cloning of ITS2 & sequencing,Stat 2015 CoralReefs Geographic structure and host specificity,2005-2009,NA,2005,NA,2009,Yes,spawner,hermaphrodite,,,,
16616,Pocillopora verrucosa,ITS2,C1,21.72485509,NA,Chagos Archipelago,Western Indo-Pacific,Central Indian Ocean Islands,Chagos,2-7m,2,7,-6,72,Normal Cond,Direct from Publication,,,DGGE of ITS2 & sequencing,Yang 2012 PLoSOne Diversity and Distribution of Symbiodinium Associated,,3,2006,3,2006,Yes,spawner,hermaphrodite,,,,
10005,Podabacia crustacea,ITS2,C1,21.72485509,NA,"Orpheus Island, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,NA,NA,NA,-18.606118,146.490845,Normal Cond,Original pub,,ITS1 C1 converted to ITS2 C1,SSCP of ITS1,Abrego 2009 MolEcol Highly infectious symbiont dominates,,NA,2003,NA,2006,No,spawner,gonochore,,,,
X51,Polyphyllia talpina,ITS2,C1,21.72485509,NA,Rib Reef GBR,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,1-8,1,8,-18,147,Normal Cond,Riddle 2011,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,No,spawner,gonochore,,,,
18622,Porites astreoides,ITS2,C1,21.72485509,NA,US Virgin Islands,Tropical Atlantic,Tropical Northwestern Atlantic,Eastern Caribbean,25+,25,30,18.464,-65.497,Normal,Original Publication,JQ180021,,DGGE of ITS2 & sequencing,Serrano 2016 SciReports Long distance dispersal and vertical gene flow in P astreoides,<10-2015,NA,NA,NA,NA,Yes,brooder,Mixed,,,,
8896,Porites divaricata,ITS2,C1,21.72485509,NA,"Lee Stocking Island, Bahamas",Tropical Atlantic,Tropical Northwestern Atlantic,Bahamian,4,4,4,24,-76,Normal Cond,Riddle 2011,NA,,DGGE of ITS2 & sequencing,LaJeunesse 2002 MarBiol Diversity and community structure of symbiotic dinoflagellates,"Aug 1998, Sep 1999",8,1998,9,1999,yes,brooder,gonochore,,,,
16907,Porites lobata,ITS2,C1,21.72485509,NA,Laysan,Eastern Indo-Pacific,Hawaii,Hawaii,10-20',10,20,25.9,-172,Normal Conditions,Original pub,,,Cloning of ITS2 & sequencing,Stat 2015 CoralReefs Geographic structure and host specificity,2005-2009,NA,2005,NA,2009,Yes,spawner,gonochore,,,,
17573,Porites lutea,ITS2,C1,21.72485509,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,20,20,20,-17.47502,-149.8371,Normal Conditions,Original Pub,HE578979,FR1,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,Yes,spawner,gonochore,,,,
14338,Porites panamensis,ITS2,C1,21.72485509,NA,"La Paz, Mexico",Temperate Northern Pacific,Warm Temperate Northeast Pacific,Cortezian,.5-14,1,14,24.35085,-110.324707,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,LaJeunesse 2008 LimnoOceano Specificity and stability in high latitude eastern Pacific coral–algal symbioses,,5,2004,5,2006,NA,brooder,gonochore,,,,
17605,Porites solida,ITS2,C1,21.72485509,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,1,1,1,-17.47722,-149.8023,Normal Conditions,Original Pub,HE578979,LG2,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,NA,spawner,gonochore,,,,
17631,Psammocora contigua,ITS2,C1,21.72485509,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,2,2,2,-17.52095,-149.9208,Normal Conditions,Original Pub,HE578979,LG6,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,Yes,spawner,gonochore,,,,
9802,Psammocora digitata,ITS2,C1,21.72485509,NA,Rib Reef GBR,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,10-17',10,17,-18,147,Normal Cond,Riddle 2011,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,No,spawner,gonochore,,,,
X52,Psammocora profundacella,ITS2,C1,21.72485509,NA,Feather Reef GBR,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,10-17,10,17,-18,146,Normal Cond,Original Pub,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,No,spawner,NA,,,,
17635,Psammocora superficialis,ITS2,C1,21.72485509,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,5,5,5,-17.51553,-149.9145,Normal Conditions,Original Pub,,FG6,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,NA,spawner,gonochore,,,,
9803,Sandalolitha robusta,ITS2,C1,21.72485509,NA,"Zamami Island, Japan",Central Indo-Pacific,South Kuroshio,South Kuroshio,1-10,1,10,26.23463,127.3049,Normal Cond,Riddle 2011,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,March (2002),3,2002,3,2002,No,spawner,gonochore,,,,
7814,Seriatopora hystrix,ITS2,C1,21.72485509,NA,Chagos Archipelago,Western Indo-Pacific,Central Indian Ocean Islands,Chagos,2-7m,2,7,-6,72,Normal Cond,Direct from Publication,,,DGGE of ITS2 & sequencing,Yang 2012 PLoSOne Diversity and Distribution of Symbiodinium Associated,,3,2006,3,2006,Yes,brooder,hermaphrodite,,,,
12854,Siderastrea siderea,ITS2,C1,21.72485509,02m-Ssid-02,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,2,2,2,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,11,2009,11,2009,No,spawner,gonochore,,,,
13261,Stephanocoenia intersepta,ITS2,C1,21.72485509,60m-Sint-DC5846,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,60,60,60,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,3,2013,4,2013,no,spawner,gonochore,,,,
7784,Stylophora pistillata,ITS2,C1,21.72485509,NA,Chagos Archipelago,Western Indo-Pacific,Central Indian Ocean Islands,Chagos,2-7m,2,7,-6,72,Normal Cond,Direct from Publication,,,DGGE of ITS2 & sequencing,Yang 2012 PLoSOne Diversity and Distribution of Symbiodinium Associated,,3,2006,3,2006,Yes,brooder,hermaphrodite,,,,
X53,Turbinaria frondens,ITS2,C1,21.72485509,NA,Kermadec Islands,Temperate Australasia,Northern New Zealand,Kermadec Island,5,5,5,-29.25,177.89,Normal Conditions,Direct From Source,,,DGGE of ITS2 & sequencing,Wicks 2010 CoralReefs Local endemicity and high diversity characterise high-latitudecoral–Symbiodiniumpartnerships,,1,2007,1,2007,No,spawner,gonochore,,,,
15135,Turbinaria mesenterina,ITS2,C1,21.72485509,NA,Xipai Island,Central Indo-Pacific,South China Sea,Gulf of Tonkin,1-10 m,1,10,18.2157,109.6313,Normal conditions,Original pub,AF333515,,DGGE of ITS2 & sequencing,Zhou 2011 JSysEvol Low genetic diversity of symbiotic dinoflagellates,Oct '08,10,2008,10,2008,No,spawner,gonochore,,,,
17117,Turbinaria peltata,ITS2,C1,21.72485509,NA,Port Shelter,Central Indo-Pacific,South China Sea,Southern China,3-5,3,5,22.2,114.1667,from SWIMS mesocosm,Original pub,KT862855,,Direct sequencing of ITS2,Wong 2016 RegStudMarSci Symbiodinium clade C generality among common scleractinian corals,,6,2013,8,2013,No,spawner,gonochore,,,,
X54,Turbinaria stellulata,ITS2,C1,21.72485509,NA,Rib Reef GBR,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,1-8,1,8,-18.478069,146.870659,Normal Cond,Original publication,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,No,spawner,gonochore,,,,
9192,Porites stephensoni,ITS2,C114,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,Yes,brooder,gonochore,,,,
9208,Acanthastrea echinata,ITS2,C3u,21.95062677,NA,Banda Kuu ,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,3-12,3,12,-5.730116,39.303497,Normal Cond,Geosymbio,GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,4/1/07,4,2007,4,2007,No,spawner,hermaphrodite,,,,
9209,Acanthastrea hemprichii,ITS2,C3u,21.95062677,NA,Banda Kuu ,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,3-12,3,12,-5.730116,39.303497,Normal Cond,Geosymbio,GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,4/1/07,4,2007,4,2007,No,spawner,hermaphrodite,,,,
2431,Acropora aspera,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8921,Acropora austera,ITS2,C3u,21.95062677,NA,Ko Phi Phi Leh,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,6-12,6,12,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2440,Acropora digitifera,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8148,Acropora gemmifera,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
8150,Acropora glauca,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,no,spawner,hermaphrodite,,,,
X55,Acropora granulosa,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
X56,Acropora hemprichii,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
2448,Acropora humilis,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2452,Acropora hyacinthus,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8163,Acropora latistella,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
8168,Acropora loripes,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
8177,Acropora lutkeni,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
15433,Acropora millepora,ITS2,C3u,21.95062677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal Cond,Original pub,,Held in capticivity at aquarium for up to 18 years,DGGE of ITS2 & sequencing,Smith 2009 JPhycol symbiodinium (dinophyta) diversity and stability in aquarium,<10-2008,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
10016,Acropora muricata,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,NA,spawner,hermaphrodite,,,,
8960,Acropora nasuta,ITS2,C3u,21.95062677,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2460,Acropora robusta,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_GU111884,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8965,Acropora samoensis,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2468,Acropora secale,ITS2,C3u,21.95062677,NA,Banda Kuu ,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,3-12,3,12,-5.730116,39.303497,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,4/1/07,4,2007,4,2007,No,spawner,hermaphrodite,,,,
8974,Acropora solitaryensis,ITS2,C3u,21.95062677,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8222,Acropora subulata,ITS2,C3u,21.95062677,NA,Tanga,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-5.153817,39.11496,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
8986,Acropora tenuis,ITS2,C3u,21.95062677,NA,Similan Islands ,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-12,2,12,8.6525,97.6408,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8989,Acropora valida,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
8997,Astrea curta,ITS2,C3u,21.95062677,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2557,Coelastrea aspera,ITS2,C3u,21.95062677,NA,Banda Kuu ,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,3-12,3,12,-5.730116,39.303497,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,4/1/07,4,2007,4,2007,No,spawner,hermaphrodite,,,,
2470,Coeloseris mayeri,ITS2,C3u,21.95062677,NA,Similan Islands ,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-12,2,12,8.6525,97.6408,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,brooder,gonochore,,,,
2484,Coscinaraea columna,ITS2,C3u,21.95062677,NA,Banda Kuu ,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,3-12,3,12,-5.730116,39.303497,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,4/1/07,4,2007,4,2007,NA,spawner,gonochore,,,,
9222,Ctenactis echinata,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_AM748597,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,gonochore,,,,
8999,Cyphastrea serailia,ITS2,C3u,21.95062677,NA,Ko Phi Phi Don,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,2-6,2,6,7.7333,98.7667,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2486,Diploastrea heliopora,ITS2,C3u,21.95062677,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_GU111879,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,gonochore,,,,
